sample,t0,offset
5_8,1.5407398457822962e-09,0.015835064991804697
5_12,1.5407305406387396e-09,0.015832410240778225
5_16,1.5404496661128229e-09,0.015819631430127393
5_20,1.5415397487308208e-09,0.016063276750257167
5_24,1.5399678198802189e-09,0.015819831385111057
5_28,1.5396920332839693e-09,0.015819945830136472
5_32,1.540147420666126e-09,0.015819756854960596
5_36,1.5401549470040155e-09,0.01581975373170537
5_40,1.540647426676287e-09,0.01581954936409144
5_45,1.5403985201468177e-09,0.01581965265451411
5_50,1.5407976605018575e-09,0.015851559491343512
5_55,1.541331044623578e-09,0.016003733612682786
5_60,1.5401501742290145e-09,0.01581975571229602
5_65,1.5410421023402153e-09,0.01592129857890892
5_70,1.5403950403140393e-09,0.015819654098563823
5_75,1.54068828062018e-09,0.015820353486686378
5_80,1.5401417701045697e-09,0.0158197591998123
5_85,1.5411042443757774e-09,0.01593902765871242
5_90,1.5405765623312798e-09,0.015819578771147043
5_95,1.5401292043223464e-09,0.01581976441431972
8_12,1.541783987536845e-09,0.016132957912838093
8_16,1.5414861219319265e-09,0.016047977061590706
8_20,1.5426611599449329e-09,0.01644995335733373
8_24,1.5427444941116077e-09,0.016488609638691105
8_28,1.5423604902715695e-09,0.016310481494196116
8_32,1.5412518408012365e-09,0.015981136816901498
8_36,1.5428131170200591e-09,0.016520441797846324
8_40,1.5418028200484024e-09,0.0161383308153715
8_45,1.5431466617696479e-09,0.016675163446839218
8_50,1.5432230928369889e-09,0.01671061758241729
8_55,1.5421304344356576e-09,0.016231798973662108
8_60,1.5426497416489311e-09,0.016444656743946046
8_65,1.5419337294383042e-09,0.016175679173847397
8_70,1.5430478749231935e-09,0.016629339119515554
8_75,1.5415718167282686e-09,0.016072425727768923
8_80,1.5426039997773712e-09,0.016423438428249258
8_85,1.5420387537208708e-09,0.01620564252908812
8_90,1.5415757995963796e-09,0.016073562037288686
8_95,1.5429620791157408e-09,0.016589540955035058
12_16,1.4862842082966284e-09,0.024968712133860788
12_20,1.4859886821090432e-09,0.02507179318596979
12_24,1.4856173773858948e-09,0.025240396976168825
12_28,1.4870970164247096e-09,0.024696391279179337
12_32,1.4854455655667669e-09,0.0253184140928388
12_36,1.4856560565605655e-09,0.02522283335511945
12_40,1.4859725566952635e-09,0.025079115489491138
12_45,1.4860109540489343e-09,0.025061679839043133
12_50,1.485364186975203e-09,0.025355366865382072
12_55,1.485750039318575e-09,0.025180157223559877
12_60,1.486266026296626e-09,0.024974803777890277
12_65,1.4864975649756495e-09,0.02489722973700025
12_70,1.4858860406785882e-09,0.02511840108812475
12_75,1.4853281229781995e-09,0.02537174297429054
12_80,1.4860926185019423e-09,0.025032901817544646
12_85,1.4867737404646773e-09,0.024804700710018564
12_90,1.4869721242666969e-09,0.02473823478201604
12_95,1.4855995650865598e-09,0.02524848526859504
16_20,1.490701476711737e-09,0.02348876346135
16_24,1.4918745470282988e-09,0.023177494760961165
16_28,1.491728634458062e-09,0.023213352973088044
16_32,1.4900790624067863e-09,0.02369729532715496
16_36,1.4921947966954419e-09,0.02309879297070884
16_40,1.4910724784015518e-09,0.023374604214324197
16_45,1.4915809117687138e-09,0.023249656024442678
16_50,1.4905615743026118e-09,0.023535635954757436
16_55,1.4909587752443186e-09,0.023402558914569407
16_60,1.4911700712966722e-09,0.023350620627922983
16_65,1.4920832198220974e-09,0.0231262131387337
16_70,1.4905822916815026e-09,0.023528694864810844
16_75,1.49020681923991e-09,0.023654492051959103
16_80,1.49131143028602e-09,0.023315881464478397
16_85,1.491397276599029e-09,0.023294784616570224
16_90,1.4903824856430384e-09,0.023595637294746397
16_95,1.491722695004728e-09,0.023214812601804236
20_24,1.462260913518226e-09,0.03597548073474994
20_28,1.463102610824088e-09,0.03555329528546456
20_32,1.463015413992524e-09,0.035596782747410925
20_36,1.4635005541974612e-09,0.03535482996286114
20_40,1.462598848210704e-09,0.03580453557810556
20_45,1.4626553134218212e-09,0.035776374821852135
20_50,1.4633830479718939e-09,0.035413433554541664
20_55,1.4637348545202626e-09,0.035237977937517095
20_60,1.4631792984596508e-09,0.03551504904906504
20_65,1.4630948329685316e-09,0.03555717431629022
20_70,1.4615776056750464e-09,0.03636507288257712
20_75,1.4623427900945678e-09,0.035932238814356136
20_80,1.4616321314728298e-09,0.03633398466533734
20_85,1.4628197443590598e-09,0.03569436858380764
20_90,1.4615338274594867e-09,0.03639003330004957
20_95,1.4626874804101577e-09,0.03576033225865203
24_28,1.514463140591002e-09,0.017690147153073692
24_32,1.514035560557626e-09,0.0177868912110782
24_36,1.5149975216923885e-09,0.017598666477225505
24_40,1.5128815449770658e-09,0.01805313848815055
24_45,1.5151671880355167e-09,0.017569621303850612
24_50,1.514443596961222e-09,0.017693492826145147
24_55,1.514897540894601e-09,0.01761578218534039
24_60,1.5153622647337577e-09,0.017536226132967802
24_65,1.515732284595573e-09,0.017472882450063874
24_70,1.5152746820397493e-09,0.017551219410274457
24_75,1.5142469202469804e-09,0.017738127621815238
24_80,1.5153005752279744e-09,0.01754678675658864
24_85,1.514083291337964e-09,0.017775879063138808
24_90,1.5141430080967474e-09,0.017762101585009793
24_95,1.5148436817701512e-09,0.01762500232634557
28_32,1.5211257001458909e-09,0.01654958389329792
28_36,1.5219555710708625e-09,0.01641676802611151
28_40,1.5204224971542646e-09,0.016669965180670425
28_45,1.521893585602523e-09,0.016426337542971375
28_50,1.5224616973442463e-09,0.016353654885856123
28_55,1.5229383384742943e-09,0.016304387913308526
28_60,1.5227809369002776e-09,0.01632065738427354
28_65,1.5224743792892476e-09,0.01635234404422532
28_70,1.5222445254755578e-09,0.01637610238318337
28_75,1.5232574174226595e-09,0.01627212864077549
28_80,1.5233615245243363e-09,0.016265499071091687
28_85,1.522577695473925e-09,0.016341664991761415
28_90,1.5217054412968373e-09,0.016455383868724385
28_95,1.5223301707764556e-09,0.01636724984314397
32_36,1.465225080533634e-09,0.03450022677580464
32_40,1.464236864590868e-09,0.03498761168623776
32_45,1.4671656363028282e-09,0.03361905011043812
32_50,1.4652153572040775e-09,0.03450464199089452
32_55,1.4655671637524462e-09,0.0343448920233507
32_60,1.464957716243829e-09,0.03462810310932285
32_65,1.4650079793727233e-09,0.034603035502325116
32_70,1.4654314765369876e-09,0.034406505510553034
32_75,1.466311319678854e-09,0.03400698221001049
32_80,1.4658795153608105e-09,0.034203057940017684
32_85,1.4645442706952327e-09,0.034834299793754554
32_90,1.4665425583548767e-09,0.03390198026743497
32_95,1.46631786115841e-09,0.034004011824292496
36_40,1.5211615348476717e-09,0.016543449352369698
36_45,1.5245706780300129e-09,0.016204325141520655
36_50,1.5230480547229716e-09,0.01629304733216508
36_55,1.5235246958530195e-09,0.016255108274724456
36_60,1.5233261463927766e-09,0.01626775196051693
36_65,1.5231121715257558e-09,0.016286420038456127
36_70,1.5227588740533868e-09,0.01632293786240176
36_75,1.5237923399436018e-09,0.01623806462332699
36_80,1.5239478819030615e-09,0.016231274850016995
36_85,1.523146186007315e-09,0.016282904205634368
36_90,1.524834880672039e-09,0.016192892533194336
36_95,1.522932770741849e-09,0.0163049634098493
40_45,1.4444335857499988e-09,0.04613984074403187
40_50,1.4435840520021358e-09,0.046631007099315176
40_55,1.4439018127555011e-09,0.046443034370668476
40_60,1.4441894721977515e-09,0.046279023579532765
40_65,1.4448417110433727e-09,0.04590714561076913
40_70,1.445411747046763e-09,0.04558213609548788
40_75,1.4434290100476762e-09,0.046724942430983525
40_80,1.4441839367888626e-09,0.04628217962678096
40_85,1.4446005874200155e-09,0.04604462372001851
40_90,1.4450124400233896e-09,0.04580980343815237
40_95,1.4451756739789618e-09,0.04571673459958353
45_50,1.5699954221764442e-09,0.030606376031770247
45_55,1.570447204472045e-09,0.030848702449622043
45_60,1.5697694855736433e-09,0.03048521225630165
45_65,1.5704217092675978e-09,0.030834982431784296
45_70,1.5696433631002976e-09,0.03041757613690988
45_75,1.570783773494301e-09,0.03103988017248937
45_80,1.5690728725469075e-09,0.030111637265292694
45_85,1.5708058141187476e-09,0.031052399674028872
45_90,1.5710007756643223e-09,0.03116314160767395
45_95,1.5689358156207827e-09,0.030038137290443336
50_55,1.5484893889342937e-09,0.019153498237154926
50_60,1.5478961153247891e-09,0.018878295970353644
50_65,1.5491324256676908e-09,0.019463696689876023
50_70,1.5486010718693043e-09,0.019205304682588447
50_75,1.5485652583798567e-09,0.01918869185282465
50_80,1.548983105992676e-09,0.019390165385669268
50_85,1.5476148852397618e-09,0.018747841563394787
50_90,1.5499561359249955e-09,0.01987375851089047
50_95,1.5488488723271072e-09,0.01932406306863215
55_60,1.5484975910365162e-09,0.01915730295236225
55_65,1.5497074213166375e-09,0.019746848792745457
55_70,1.549236593376035e-09,0.01951499326181137
55_75,1.5491780826899185e-09,0.01948618013279982
55_80,1.5494964949649497e-09,0.01964297976323125
55_85,1.5500881827000095e-09,0.019942213697169784
55_90,1.5506030060300606e-09,0.020209106447529383
55_95,1.5495184396288413e-09,0.019653786241052525
60_65,1.5356272956668954e-09,0.015821632601742897
60_70,1.5335224160322401e-09,0.01584471866169131
60_75,1.5341065279339657e-09,0.015830568842601034
60_80,1.5352506252335243e-09,0.015821788911215193
60_85,1.534119674530078e-09,0.015830250372876144
60_90,1.5343683436834359e-09,0.015824226486831485
60_95,1.534581532684013e-09,0.01582206656906697
65_70,1.5705851907003915e-09,0.030927081299658526
65_75,1.5717099039677266e-09,0.031565940217471555
65_80,1.57171166156106e-09,0.031566938564523625
65_85,1.5717633388455098e-09,0.03159629226290883
65_90,1.571838703235517e-09,0.03163910069599126
65_95,1.5720877663322087e-09,0.03178413483261464
70_75,1.5240697811018515e-09,0.016226000013306995
70_80,1.5242520000957582e-09,0.016218115011207918
70_85,1.5234410374406775e-09,0.016260435666087043
70_90,1.5251923529336299e-09,0.01617742395073452
70_95,1.5232453132612132e-09,0.016272899437200308
